age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,date
54,unemployed,divorced,secondary,no,1664,no,no,cellular,15,9,106,1,105,3,success,yes,2014-09-15 00:00:00
26,management,single,tertiary,no,362,no,no,cellular,15,9,925,1,104,2,success,yes,2014-09-15 00:00:00
40,technician,married,tertiary,no,1293,no,no,cellular,16,9,1702,3,105,2,success,yes,2014-09-16 00:00:00
29,management,single,tertiary,no,874,yes,no,cellular,16,9,152,1,103,1,success,yes,2014-09-16 00:00:00
52,housemaid,married,primary,no,10943,no,no,cellular,16,9,292,1,-1,0,,yes,2014-09-16 00:00:00
38,technician,married,secondary,no,4539,no,no,cellular,16,9,387,1,-1,0,,yes,2014-09-16 00:00:00
46,management,married,tertiary,no,2817,no,no,cellular,17,9,543,1,-1,0,,yes,2014-09-17 00:00:00
26,management,single,tertiary,no,1646,no,no,cellular,18,9,890,5,-1,0,,yes,2014-09-18 00:00:00
25,management,single,tertiary,no,808,no,no,cellular,18,9,267,2,114,2,failure,yes,2014-09-18 00:00:00
70,retired,married,tertiary,no,44,no,no,cellular,18,9,1104,2,88,2,other,yes,2014-09-18 00:00:00
83,retired,married,primary,no,425,no,no,telephone,22,9,773,1,92,2,success,yes,2014-09-22 00:00:00
43,management,divorced,tertiary,no,2367,no,no,cellular,22,9,83,1,113,3,success,yes,2014-09-22 00:00:00
45,blue-collar,married,secondary,no,10252,no,no,cellular,22,9,173,1,141,2,success,yes,2014-09-22 00:00:00
37,admin,single,tertiary,no,1000,yes,no,cellular,22,9,239,1,99,2,success,yes,2014-09-22 00:00:00
71,retired,divorced,secondary,no,4380,no,no,cellular,22,9,369,1,-1,0,,yes,2014-09-22 00:00:00
27,management,single,tertiary,no,20585,no,no,cellular,23,9,299,1,100,1,success,yes,2014-09-23 00:00:00
47,admin,married,secondary,no,2601,no,no,cellular,24,9,261,1,-1,0,,yes,2014-09-24 00:00:00
42,management,divorced,tertiary,no,238,no,no,cellular,25,9,692,1,-1,0,,yes,2014-09-25 00:00:00
77,retired,divorced,secondary,no,0,no,no,cellular,25,9,210,1,-1,0,,yes,2014-09-25 00:00:00
61,management,married,tertiary,no,3371,no,no,cellular,28,9,299,2,-1,0,,yes,2014-09-28 00:00:00
57,management,married,tertiary,no,10583,no,no,cellular,28,9,341,3,98,3,success,yes,2014-09-28 00:00:00
34,management,married,tertiary,no,16,yes,no,telephone,29,9,316,1,119,1,other,yes,2014-09-29 00:00:00
40,blue-collar,married,secondary,no,1451,no,no,cellular,30,9,117,1,121,1,success,yes,2014-09-30 00:00:00
84,entrepreneur,married,secondary,no,0,no,no,telephone,30,9,992,2,-1,0,,yes,2014-09-30 00:00:00
26,student,single,secondary,no,132,no,no,cellular,1,10,194,1,119,1,success,yes,2014-10-01 00:00:00
37,technician,married,,no,189,no,no,cellular,1,10,238,1,107,2,success,yes,2014-10-01 00:00:00
47,management,married,tertiary,no,288,no,no,cellular,1,10,101,1,-1,0,,yes,2014-10-01 00:00:00
37,management,single,tertiary,no,1027,yes,no,cellular,1,10,137,1,119,1,failure,yes,2014-10-01 00:00:00
28,management,single,tertiary,no,6784,no,no,cellular,1,10,502,1,115,3,other,yes,2014-10-01 00:00:00
54,management,married,tertiary,no,1464,no,no,cellular,2,10,194,2,94,1,success,yes,2014-10-02 00:00:00
54,management,married,tertiary,no,8295,no,no,cellular,2,10,849,2,119,1,success,yes,2014-10-02 00:00:00
61,retired,married,secondary,no,2917,no,no,cellular,6,10,215,1,-1,0,,yes,2014-10-06 00:00:00
30,technician,single,secondary,no,158,no,no,cellular,6,10,144,1,-1,0,,yes,2014-10-06 00:00:00
60,retired,married,primary,no,1588,no,no,cellular,6,10,728,1,-1,0,,yes,2014-10-06 00:00:00
44,management,married,,no,282,no,no,cellular,6,10,296,3,-1,0,,yes,2014-10-06 00:00:00
33,management,single,tertiary,no,5437,no,no,cellular,7,10,201,1,58,3,failure,yes,2014-10-07 00:00:00
25,admin,single,tertiary,no,1185,no,no,cellular,7,10,290,1,114,1,failure,yes,2014-10-07 00:00:00
54,,married,,no,895,no,no,cellular,7,10,335,1,-1,0,,yes,2014-10-07 00:00:00
24,blue-collar,single,secondary,no,1857,yes,no,cellular,8,10,147,1,92,5,other,yes,2014-10-08 00:00:00
36,technician,married,tertiary,no,4596,yes,no,cellular,8,10,234,2,175,2,success,yes,2014-10-08 00:00:00
58,retired,married,primary,no,565,no,no,telephone,8,10,153,1,93,1,success,yes,2014-10-08 00:00:00
33,management,single,tertiary,no,1781,no,no,cellular,8,10,611,2,183,1,success,yes,2014-10-08 00:00:00
27,admin,married,secondary,no,3415,no,no,cellular,9,10,266,3,184,1,success,yes,2014-10-09 00:00:00
60,admin,divorced,secondary,no,12039,no,no,telephone,12,10,261,1,187,1,success,yes,2014-10-12 00:00:00
56,unemployed,married,secondary,no,12,no,no,cellular,12,10,511,3,187,1,failure,yes,2014-10-12 00:00:00
25,technician,single,secondary,no,139,no,yes,cellular,12,10,138,1,-1,0,,yes,2014-10-12 00:00:00
21,student,single,secondary,no,2488,no,no,cellular,12,10,180,1,-1,0,,yes,2014-10-12 00:00:00
73,retired,divorced,secondary,no,7111,yes,no,cellular,12,10,146,1,-1,0,,yes,2014-10-12 00:00:00
67,management,divorced,tertiary,no,361,no,no,cellular,13,10,411,2,-1,0,,yes,2014-10-13 00:00:00
51,entrepreneur,divorced,tertiary,no,2109,no,no,cellular,13,10,79,2,-1,0,,yes,2014-10-13 00:00:00
48,management,married,tertiary,no,1093,yes,yes,cellular,13,10,1226,2,-1,0,,yes,2014-10-13 00:00:00
35,management,single,tertiary,no,2646,no,no,cellular,13,10,221,1,182,1,success,yes,2014-10-13 00:00:00
61,self-employed,divorced,tertiary,no,6,yes,no,cellular,13,10,210,1,182,2,success,yes,2014-10-13 00:00:00
35,technician,single,tertiary,no,670,no,no,cellular,13,10,301,2,-1,0,,yes,2014-10-13 00:00:00
36,admin,divorced,secondary,no,592,no,no,cellular,13,10,204,2,99,5,failure,yes,2014-10-13 00:00:00
83,retired,single,primary,no,1965,no,no,telephone,13,10,1003,3,-1,0,,yes,2014-10-13 00:00:00
50,management,married,primary,no,313,no,no,telephone,14,10,958,1,-1,0,,yes,2014-10-14 00:00:00
66,housemaid,married,primary,no,40,no,no,telephone,14,10,290,2,-1,0,,yes,2014-10-14 00:00:00
58,technician,married,primary,no,4198,no,no,cellular,15,10,441,5,246,5,failure,yes,2014-10-15 00:00:00
30,management,single,tertiary,no,536,no,no,cellular,15,10,244,1,105,1,success,yes,2014-10-15 00:00:00
54,blue-collar,married,primary,no,1311,no,no,telephone,15,10,485,3,184,3,failure,yes,2014-10-15 00:00:00
26,admin,single,secondary,no,766,no,no,cellular,15,10,457,2,-1,0,,yes,2014-10-15 00:00:00
43,services,married,primary,no,2557,yes,no,telephone,15,10,166,3,183,5,success,yes,2014-10-15 00:00:00
40,unemployed,single,tertiary,no,79,no,no,cellular,15,10,570,1,135,1,failure,yes,2014-10-15 00:00:00
57,management,married,tertiary,no,1318,no,no,cellular,16,10,115,1,185,2,failure,yes,2014-10-16 00:00:00
75,retired,married,secondary,no,3771,no,no,telephone,16,10,186,1,183,1,failure,yes,2014-10-16 00:00:00
77,retired,married,tertiary,no,0,no,no,cellular,16,10,847,1,60,1,success,yes,2014-10-16 00:00:00
31,management,married,tertiary,no,6138,no,no,cellular,16,10,154,2,119,5,failure,yes,2014-10-16 00:00:00
22,services,single,secondary,no,129,no,no,cellular,16,10,258,1,-1,0,,yes,2014-10-16 00:00:00
50,management,married,tertiary,no,469,no,no,cellular,16,10,170,1,183,1,success,yes,2014-10-16 00:00:00
27,management,married,tertiary,no,893,no,no,cellular,16,10,154,2,-1,0,,yes,2014-10-16 00:00:00
73,retired,married,,no,519,no,no,telephone,16,10,434,1,57,1,failure,yes,2014-10-16 00:00:00
37,services,married,secondary,no,4017,no,no,cellular,16,10,156,1,-1,0,,yes,2014-10-16 00:00:00
44,technician,single,tertiary,no,643,no,no,cellular,16,10,324,1,143,3,failure,yes,2014-10-16 00:00:00
40,technician,married,secondary,no,2338,no,no,cellular,16,10,717,2,-1,0,,yes,2014-10-16 00:00:00
61,management,married,tertiary,no,0,no,no,cellular,16,10,136,2,-1,0,,yes,2014-10-16 00:00:00
61,technician,divorced,secondary,no,6481,no,no,cellular,19,10,131,1,-1,0,,yes,2014-10-19 00:00:00
47,blue-collar,married,secondary,no,820,no,no,cellular,19,10,98,1,-1,0,,yes,2014-10-19 00:00:00
47,services,single,,no,1784,no,no,cellular,19,10,385,2,-1,0,,yes,2014-10-19 00:00:00
76,housemaid,divorced,primary,no,1411,no,no,telephone,19,10,233,2,187,3,success,yes,2014-10-19 00:00:00
30,student,single,tertiary,no,7529,no,no,cellular,19,10,328,1,-1,0,,yes,2014-10-19 00:00:00
39,technician,married,tertiary,no,206,no,no,cellular,20,10,148,2,195,2,success,yes,2014-10-20 00:00:00
72,retired,married,primary,no,1388,no,no,telephone,20,10,513,1,-1,0,,yes,2014-10-20 00:00:00
77,retired,married,,no,1807,no,no,telephone,20,10,373,1,-1,0,,yes,2014-10-20 00:00:00
36,technician,married,secondary,no,480,no,no,cellular,20,10,213,1,-1,0,,yes,2014-10-20 00:00:00
65,retired,married,secondary,no,571,yes,no,cellular,20,10,349,1,183,2,success,yes,2014-10-20 00:00:00
54,technician,married,secondary,no,3994,no,yes,cellular,20,10,595,2,187,2,success,yes,2014-10-20 00:00:00
46,admin,single,secondary,no,1693,yes,no,cellular,20,10,427,1,-1,0,,yes,2014-10-20 00:00:00
28,management,single,tertiary,no,80,no,no,cellular,20,10,676,2,146,2,failure,yes,2014-10-20 00:00:00
61,management,married,tertiary,no,267,no,no,cellular,21,10,192,3,184,1,success,yes,2014-10-21 00:00:00
53,housemaid,married,primary,no,2581,no,no,cellular,21,10,828,1,189,1,failure,yes,2014-10-21 00:00:00
27,student,single,tertiary,no,1134,no,no,cellular,21,10,825,1,183,4,success,yes,2014-10-21 00:00:00
55,unemployed,divorced,secondary,no,309,no,no,cellular,21,10,467,2,184,1,success,yes,2014-10-21 00:00:00
33,management,single,tertiary,no,6807,no,no,cellular,21,10,512,2,184,1,success,yes,2014-10-21 00:00:00
87,retired,divorced,primary,no,6746,no,no,telephone,21,10,749,1,-1,0,,yes,2014-10-21 00:00:00
57,management,married,tertiary,no,375,no,no,cellular,21,10,135,1,-1,0,,yes,2014-10-21 00:00:00
33,self-employed,single,tertiary,no,658,yes,no,cellular,21,10,307,1,208,1,success,yes,2014-10-21 00:00:00
51,technician,married,secondary,no,371,yes,yes,cellular,21,10,287,1,-1,0,,yes,2014-10-21 00:00:00
76,retired,divorced,primary,no,2693,no,no,cellular,21,10,107,2,-1,0,,yes,2014-10-21 00:00:00
19,student,single,secondary,no,329,no,no,cellular,22,10,252,2,-1,0,,yes,2014-10-22 00:00:00
33,admin,married,tertiary,no,79,yes,no,cellular,22,10,249,2,335,2,failure,yes,2014-10-22 00:00:00
55,management,divorced,tertiary,no,0,no,no,cellular,22,10,360,5,-1,0,,yes,2014-10-22 00:00:00
31,blue-collar,single,,no,6281,no,no,cellular,22,10,257,1,128,3,other,yes,2014-10-22 00:00:00
92,retired,married,,no,775,no,no,cellular,22,10,313,3,-1,0,,yes,2014-10-22 00:00:00
30,technician,single,tertiary,no,411,no,no,cellular,22,10,127,3,149,2,failure,yes,2014-10-22 00:00:00
68,retired,single,tertiary,no,2144,no,no,cellular,22,10,277,1,184,2,success,yes,2014-10-22 00:00:00
41,technician,single,tertiary,no,431,no,no,cellular,22,10,133,1,107,2,success,yes,2014-10-22 00:00:00
29,self-employed,married,secondary,no,123,no,yes,cellular,22,10,247,1,184,3,success,yes,2014-10-22 00:00:00
27,blue-collar,single,secondary,no,3792,no,no,cellular,22,10,504,1,183,2,success,yes,2014-10-22 00:00:00
78,retired,married,,no,4807,no,no,telephone,22,10,1002,4,-1,0,,yes,2014-10-22 00:00:00
82,retired,married,primary,no,8603,no,no,cellular,22,10,306,3,107,1,success,yes,2014-10-22 00:00:00
29,technician,single,tertiary,no,2178,no,no,cellular,22,10,260,2,139,1,other,yes,2014-10-22 00:00:00
76,retired,married,tertiary,no,2991,no,no,cellular,22,10,344,1,183,1,success,yes,2014-10-22 00:00:00
38,management,married,tertiary,no,4174,no,no,cellular,23,10,336,2,184,5,failure,yes,2014-10-23 00:00:00
60,technician,married,secondary,no,10925,no,no,cellular,23,10,270,3,185,1,success,yes,2014-10-23 00:00:00
33,services,divorced,secondary,no,2411,yes,no,cellular,23,10,130,1,161,1,failure,yes,2014-10-23 00:00:00
43,blue-collar,married,secondary,no,14646,no,no,cellular,23,10,210,1,-1,0,,yes,2014-10-23 00:00:00
61,retired,married,secondary,no,86,no,no,cellular,23,10,149,1,-1,0,,yes,2014-10-23 00:00:00
43,technician,single,,no,11115,no,no,cellular,23,10,476,1,74,2,success,yes,2014-10-23 00:00:00
57,management,married,primary,no,6900,no,no,cellular,23,10,255,4,185,2,failure,yes,2014-10-23 00:00:00
33,management,married,tertiary,no,5878,no,no,cellular,23,10,438,1,430,2,failure,yes,2014-10-23 00:00:00
77,management,married,,no,1780,yes,no,cellular,23,10,221,2,183,3,success,yes,2014-10-23 00:00:00
35,technician,single,secondary,no,183,no,no,cellular,23,10,281,1,52,4,failure,yes,2014-10-23 00:00:00
59,retired,married,primary,no,3648,no,no,telephone,23,10,257,2,126,3,success,yes,2014-10-23 00:00:00
76,retired,married,secondary,no,4112,no,no,telephone,23,10,282,2,-1,0,,yes,2014-10-23 00:00:00
73,retired,married,primary,no,542,no,no,cellular,26,10,355,1,180,5,failure,yes,2014-10-26 00:00:00
81,retired,married,primary,no,243,no,no,cellular,27,10,131,1,-1,0,,yes,2014-10-27 00:00:00
41,,single,,no,942,no,no,cellular,27,10,143,1,188,1,success,yes,2014-10-27 00:00:00
57,technician,married,secondary,no,254,no,no,cellular,27,10,207,1,-1,0,,yes,2014-10-27 00:00:00
28,technician,single,,no,0,yes,no,cellular,27,10,96,1,267,1,failure,yes,2014-10-27 00:00:00
38,blue-collar,single,secondary,no,0,no,no,cellular,27,10,297,1,75,3,failure,yes,2014-10-27 00:00:00
52,services,married,secondary,no,992,yes,no,cellular,27,10,424,1,515,1,failure,yes,2014-10-27 00:00:00
22,student,single,secondary,no,23,no,no,cellular,27,10,137,1,-1,0,,yes,2014-10-27 00:00:00
53,,married,primary,no,732,no,no,cellular,27,10,759,2,-1,0,,yes,2014-10-27 00:00:00
60,admin,married,,no,4629,yes,no,cellular,27,10,624,1,-1,0,,yes,2014-10-27 00:00:00
56,management,married,secondary,no,0,no,no,cellular,27,10,298,1,111,8,other,yes,2014-10-27 00:00:00
38,housemaid,divorced,secondary,no,70,no,no,cellular,27,10,255,3,148,1,success,yes,2014-10-27 00:00:00
44,management,single,tertiary,no,5063,no,no,cellular,27,10,418,2,-1,0,,yes,2014-10-27 00:00:00
69,retired,divorced,secondary,no,4572,no,no,telephone,27,10,146,2,56,1,other,yes,2014-10-27 00:00:00
36,student,single,tertiary,no,129,no,no,cellular,27,10,149,1,-1,0,,yes,2014-10-27 00:00:00
75,self-employed,married,,no,4984,no,no,telephone,28,10,509,1,-1,0,,yes,2014-10-28 00:00:00
65,retired,married,primary,no,1004,no,no,cellular,28,10,371,1,-1,0,,yes,2014-10-28 00:00:00
64,retired,married,secondary,no,4787,no,no,cellular,28,10,501,1,-1,0,,yes,2014-10-28 00:00:00
30,admin,single,secondary,no,914,yes,no,cellular,28,10,524,3,272,1,failure,yes,2014-10-28 00:00:00
57,housemaid,married,tertiary,no,2326,no,no,cellular,28,10,207,1,194,1,success,yes,2014-10-28 00:00:00
31,management,married,tertiary,no,81,yes,no,cellular,29,10,164,2,-1,0,,yes,2014-10-29 00:00:00
36,management,married,tertiary,no,203,no,no,cellular,29,10,139,1,-1,0,,yes,2014-10-29 00:00:00
64,management,married,tertiary,no,3951,no,no,cellular,29,10,164,1,-1,0,,yes,2014-10-29 00:00:00
54,technician,married,,no,240,yes,no,cellular,29,10,142,1,-1,0,,yes,2014-10-29 00:00:00
26,admin,single,secondary,no,338,no,no,cellular,29,10,209,1,188,2,,yes,2014-10-29 00:00:00
51,self-employed,single,secondary,no,0,no,no,cellular,29,10,1707,2,-1,0,,yes,2014-10-29 00:00:00
72,retired,married,secondary,no,0,no,no,cellular,29,10,189,3,-1,0,,yes,2014-10-29 00:00:00
30,management,married,tertiary,no,944,no,no,cellular,29,10,251,2,-1,0,,yes,2014-10-29 00:00:00
60,blue-collar,married,primary,no,5,no,no,cellular,29,10,401,1,-1,0,,yes,2014-10-29 00:00:00
30,management,single,tertiary,no,697,no,no,cellular,29,10,215,3,80,5,success,yes,2014-10-29 00:00:00
66,retired,married,tertiary,no,1948,no,no,cellular,29,10,106,2,269,2,failure,yes,2014-10-29 00:00:00
50,technician,married,secondary,no,3654,no,no,cellular,29,10,215,2,78,2,other,yes,2014-10-29 00:00:00
47,management,single,tertiary,no,551,no,no,cellular,29,10,124,1,-1,0,,yes,2014-10-29 00:00:00
80,retired,married,primary,no,997,no,no,cellular,29,10,746,2,86,1,other,yes,2014-10-29 00:00:00
61,management,married,tertiary,no,477,yes,no,cellular,29,10,377,1,520,1,other,yes,2014-10-29 00:00:00
47,management,married,tertiary,no,3663,no,no,cellular,29,10,424,2,213,3,success,yes,2014-10-29 00:00:00
30,technician,single,secondary,no,853,no,no,cellular,29,10,279,1,148,1,failure,yes,2014-10-29 00:00:00
21,student,single,primary,no,8278,no,no,cellular,29,10,445,1,-1,0,,yes,2014-10-29 00:00:00
62,management,married,tertiary,no,7458,no,no,cellular,30,10,212,2,-1,0,,yes,2014-10-30 00:00:00
26,technician,single,secondary,no,44,no,no,cellular,30,10,217,1,-1,0,,yes,2014-10-30 00:00:00
36,blue-collar,married,secondary,no,1193,no,no,cellular,30,10,640,1,-1,0,,yes,2014-10-30 00:00:00
87,retired,married,primary,no,230,no,no,cellular,30,10,144,1,-1,0,,yes,2014-10-30 00:00:00
61,retired,married,primary,no,8729,no,no,cellular,30,10,480,1,-1,0,,yes,2014-10-30 00:00:00
70,retired,married,secondary,no,2384,no,no,cellular,30,10,196,2,-1,0,,yes,2014-10-30 00:00:00
60,management,married,tertiary,no,3401,no,no,cellular,30,10,294,1,270,1,failure,yes,2014-10-30 00:00:00
41,services,married,tertiary,no,881,no,no,cellular,30,10,257,3,-1,0,,yes,2014-10-30 00:00:00
22,student,single,secondary,no,1522,no,no,cellular,30,10,368,2,-1,0,,yes,2014-10-30 00:00:00
60,retired,divorced,secondary,no,4243,no,no,cellular,30,10,416,2,-1,0,,yes,2014-10-30 00:00:00
54,technician,married,secondary,no,473,no,yes,cellular,2,11,182,1,81,1,failure,yes,2014-11-02 00:00:00
35,self-employed,single,tertiary,no,5462,no,no,cellular,2,11,188,1,186,1,success,yes,2014-11-02 00:00:00
59,management,married,secondary,no,4412,no,no,cellular,2,11,162,2,-1,0,,yes,2014-11-02 00:00:00
29,student,single,,no,10332,no,no,cellular,2,11,46,3,-1,0,,yes,2014-11-02 00:00:00
48,management,married,secondary,no,0,yes,yes,cellular,3,11,1233,1,351,2,failure,yes,2014-11-03 00:00:00
37,management,married,tertiary,no,238,no,no,cellular,3,11,149,1,-1,0,,yes,2014-11-03 00:00:00
36,management,single,tertiary,no,62,yes,no,cellular,3,11,566,1,182,7,failure,yes,2014-11-03 00:00:00
52,admin,single,secondary,no,2398,yes,no,cellular,3,11,412,1,-1,0,,yes,2014-11-03 00:00:00
67,retired,divorced,secondary,no,704,no,no,cellular,3,11,537,1,-1,0,,yes,2014-11-03 00:00:00
36,self-employed,married,tertiary,no,506,no,no,cellular,3,11,217,1,70,2,failure,yes,2014-11-03 00:00:00
64,management,married,,no,2352,no,no,cellular,3,11,181,4,183,7,success,yes,2014-11-03 00:00:00
29,technician,single,secondary,no,938,no,no,cellular,3,11,358,1,-1,0,,yes,2014-11-03 00:00:00
27,management,single,tertiary,no,1720,no,no,cellular,3,11,284,2,273,1,failure,yes,2014-11-03 00:00:00
76,retired,married,primary,no,1492,no,no,telephone,3,11,383,1,-1,0,,yes,2014-11-03 00:00:00
34,management,married,tertiary,no,1778,no,no,cellular,4,11,358,1,162,2,failure,yes,2014-11-04 00:00:00
54,technician,married,secondary,no,0,no,no,cellular,6,11,464,5,192,8,other,yes,2014-11-06 00:00:00
67,retired,married,primary,no,942,no,no,cellular,6,11,455,2,84,2,other,yes,2014-11-06 00:00:00
24,technician,married,secondary,no,556,yes,no,cellular,6,11,368,2,80,2,success,yes,2014-11-06 00:00:00
53,admin,married,secondary,no,10541,no,no,cellular,9,11,178,1,-1,0,,yes,2014-11-09 00:00:00
33,student,married,secondary,no,1536,no,no,cellular,9,11,262,1,94,2,success,yes,2014-11-09 00:00:00
24,student,single,tertiary,no,235,no,no,cellular,9,11,118,1,-1,0,,yes,2014-11-09 00:00:00
32,management,single,tertiary,no,935,no,no,cellular,9,11,165,1,91,7,success,yes,2014-11-09 00:00:00
60,self-employed,married,tertiary,no,10861,no,no,cellular,9,11,98,1,91,2,failure,yes,2014-11-09 00:00:00
64,entrepreneur,married,tertiary,no,2331,no,no,telephone,9,11,201,1,-1,0,,yes,2014-11-09 00:00:00
35,management,single,tertiary,no,1228,no,no,cellular,9,11,696,2,88,12,failure,yes,2014-11-09 00:00:00
24,student,single,secondary,no,125,no,no,cellular,9,11,263,1,90,1,failure,yes,2014-11-09 00:00:00
42,management,married,tertiary,no,2816,no,no,cellular,10,11,193,2,-1,0,,yes,2014-11-10 00:00:00
40,management,married,tertiary,no,0,no,no,cellular,10,11,147,1,96,8,success,yes,2014-11-10 00:00:00
33,management,married,tertiary,no,22867,yes,no,cellular,10,11,266,2,92,3,failure,yes,2014-11-10 00:00:00
71,housemaid,divorced,primary,no,1311,no,no,cellular,10,11,301,2,91,1,success,yes,2014-11-10 00:00:00
52,unemployed,married,secondary,no,94,no,no,cellular,10,11,293,3,190,10,failure,yes,2014-11-10 00:00:00
47,admin,married,secondary,no,0,no,no,cellular,10,11,213,1,190,1,other,yes,2014-11-10 00:00:00
49,management,married,primary,no,3371,no,no,cellular,11,11,269,2,-1,0,,yes,2014-11-11 00:00:00
26,management,single,tertiary,no,943,no,no,cellular,11,11,166,1,195,1,success,yes,2014-11-11 00:00:00
40,management,married,tertiary,no,9366,no,no,cellular,11,11,69,3,-1,0,,yes,2014-11-11 00:00:00
32,technician,single,tertiary,no,6746,no,no,cellular,11,11,199,1,-1,0,,yes,2014-11-11 00:00:00
33,services,married,secondary,no,1076,no,no,cellular,11,11,131,1,96,5,failure,yes,2014-11-11 00:00:00
35,management,married,tertiary,no,0,yes,no,cellular,11,11,229,2,96,3,success,yes,2014-11-11 00:00:00
53,management,married,tertiary,no,1624,no,no,cellular,11,11,166,3,97,7,success,yes,2014-11-11 00:00:00
20,student,single,,no,801,no,no,cellular,11,11,244,2,-1,0,,yes,2014-11-11 00:00:00
44,self-employed,divorced,tertiary,no,1070,yes,no,cellular,11,11,172,1,91,5,success,yes,2014-11-11 00:00:00
21,student,single,secondary,no,123,no,no,telephone,11,11,513,1,91,1,success,yes,2014-11-11 00:00:00
36,blue-collar,single,secondary,no,3623,no,no,,12,11,71,1,378,1,success,yes,2014-11-12 00:00:00
31,management,single,tertiary,no,533,no,no,cellular,12,11,90,3,93,6,success,yes,2014-11-12 00:00:00
42,technician,married,secondary,no,994,yes,no,cellular,12,11,227,3,93,6,success,yes,2014-11-12 00:00:00
33,services,married,secondary,no,386,no,no,cellular,12,11,253,1,92,4,failure,yes,2014-11-12 00:00:00
29,management,single,tertiary,no,1026,no,no,cellular,12,11,226,1,92,1,other,yes,2014-11-12 00:00:00
30,unemployed,single,secondary,no,2424,no,no,cellular,12,11,110,1,279,1,failure,yes,2014-11-12 00:00:00
32,management,married,tertiary,no,1331,no,no,cellular,12,11,126,1,92,5,failure,yes,2014-11-12 00:00:00
54,,married,secondary,no,2206,no,no,cellular,12,11,104,1,99,2,other,yes,2014-11-12 00:00:00
82,retired,divorced,tertiary,no,0,no,no,telephone,12,11,226,1,-1,0,,yes,2014-11-12 00:00:00
47,management,married,tertiary,no,4693,no,yes,cellular,12,11,89,1,97,3,success,yes,2014-11-12 00:00:00
48,blue-collar,married,secondary,no,1230,yes,no,cellular,12,11,169,1,196,2,success,yes,2014-11-12 00:00:00
77,retired,divorced,secondary,no,3417,no,no,cellular,12,11,134,1,-1,0,,yes,2014-11-12 00:00:00
38,admin,married,secondary,no,1767,yes,no,cellular,12,11,893,7,-1,0,,yes,2014-11-12 00:00:00
27,student,single,tertiary,no,5291,no,no,cellular,12,11,192,2,92,2,failure,yes,2014-11-12 00:00:00
43,services,single,secondary,no,3403,yes,no,cellular,12,11,707,2,97,2,success,yes,2014-11-12 00:00:00
33,technician,married,secondary,no,133,no,no,cellular,12,11,627,2,192,1,success,yes,2014-11-12 00:00:00
27,admin,single,secondary,no,4745,no,no,telephone,12,11,411,4,192,1,other,yes,2014-11-12 00:00:00
76,retired,married,primary,no,3324,no,no,cellular,13,11,122,1,92,3,success,yes,2014-11-13 00:00:00
81,retired,married,primary,no,5220,no,no,telephone,13,11,135,1,94,2,other,yes,2014-11-13 00:00:00
71,retired,married,primary,no,2600,no,no,cellular,13,11,186,2,98,1,success,yes,2014-11-13 00:00:00
39,admin,married,secondary,no,260,yes,no,cellular,13,11,226,1,94,4,success,yes,2014-11-13 00:00:00
18,student,single,primary,no,608,no,no,cellular,13,11,210,1,93,1,success,yes,2014-11-13 00:00:00
58,services,divorced,secondary,no,462,no,no,cellular,13,11,495,1,93,1,success,yes,2014-11-13 00:00:00
44,technician,divorced,secondary,no,14,no,no,cellular,13,11,167,1,92,1,success,yes,2014-11-13 00:00:00
67,retired,married,secondary,no,1146,no,no,cellular,13,11,259,1,92,2,failure,yes,2014-11-13 00:00:00
31,services,single,secondary,no,181,no,no,cellular,13,11,239,2,93,2,success,yes,2014-11-13 00:00:00
61,retired,married,secondary,no,3114,no,no,cellular,13,11,381,1,-1,0,,yes,2014-11-13 00:00:00
36,technician,single,secondary,no,376,no,no,cellular,13,11,193,1,92,1,success,yes,2014-11-13 00:00:00
56,retired,married,primary,no,9367,no,no,telephone,13,11,271,2,92,4,success,yes,2014-11-13 00:00:00
24,student,single,secondary,no,382,no,no,cellular,13,11,256,2,92,3,failure,yes,2014-11-13 00:00:00
33,admin,married,secondary,no,920,no,no,cellular,16,11,130,1,95,2,failure,yes,2014-11-16 00:00:00
34,blue-collar,single,,no,129,yes,yes,cellular,16,11,295,1,200,2,success,yes,2014-11-16 00:00:00
58,admin,married,secondary,no,169,no,no,cellular,16,11,301,1,94,3,failure,yes,2014-11-16 00:00:00
64,retired,married,,no,679,no,no,telephone,16,11,167,1,-1,0,,yes,2014-11-16 00:00:00
27,blue-collar,single,secondary,no,535,no,no,cellular,16,11,183,1,94,1,success,yes,2014-11-16 00:00:00
63,management,married,tertiary,no,3115,no,no,cellular,16,11,432,5,-1,0,,yes,2014-11-16 00:00:00
23,student,single,secondary,no,1234,no,no,cellular,16,11,250,1,-1,0,,yes,2014-11-16 00:00:00
37,technician,single,tertiary,no,197,no,no,cellular,16,11,175,1,200,1,success,yes,2014-11-16 00:00:00
43,management,married,tertiary,no,3186,no,no,cellular,16,11,380,1,88,1,failure,yes,2014-11-16 00:00:00
35,technician,married,tertiary,no,3160,yes,no,cellular,16,11,445,2,95,1,failure,yes,2014-11-16 00:00:00
33,blue-collar,married,primary,no,195,no,no,cellular,16,11,984,5,-1,0,,yes,2014-11-16 00:00:00
75,retired,married,tertiary,no,6027,no,no,cellular,16,11,1248,2,94,2,failure,yes,2014-11-16 00:00:00
